"AccountId","PartyId","Status","StatusUpdateDateTime","AccountType","NickName","OpeningDate","AccountSubType",
"1293","1293","'Disabled'","1999-12-03 13:32:27.00","'Particular'","synergize back-end platforms","1972-07-22 04:33:12.00","'SAI'",
"1294","1294","'Enabled'","1981-07-17 18:03:19.00","'Particular'","aggregate global niches","2010-05-23 22:57:04.00","'POI'",
"1295","1295","'Enabled'","2004-04-10 07:38:02.00","'Particular'","strategize impactful synergies","2016-11-07 13:27:30.00","'EDP'",
"1296","1296","'Disabled'","2017-10-24 08:15:52.00","'Business'","transform efficient methodologies","1978-10-20 06:43:03.00","'EDP'",
"1297","1297","'Enabled'","2013-04-13 21:56:08.00","'Business'","engineer next-generation models","2000-05-08 02:30:01.00","'POI'",
"1298","1298","'Enabled'","2016-02-07 19:40:03.00","'Particular'","generate end-to-end portals","2009-04-22 19:21:00.00","'EDP'",
"1299","1299","'Enabled'","1975-06-28 23:37:47.00","'Business'","visualize efficient metrics","1975-06-17 21:00:00.00","'POI'",
"1300","1300","'Disabled'","2022-02-05 07:40:51.00","'Business'","utilize cross-media bandwidth","2001-02-14 01:25:15.00","'SAI'",
"1301","1301","'Disabled'","1987-02-24 18:34:45.00","'Particular'","target mission-critical applications","1979-07-18 02:26:23.00","'SAI'",
"1302","1302","'Disabled'","2008-07-10 01:06:56.00","'Particular'","innovate B2C communities","2021-07-07 22:37:14.00","'SAI'",
"1303","1303","'Disabled'","1993-11-02 00:50:49.00","'Particular'","e-enable world-class markets","2004-08-27 08:09:17.00","'EDP'",
"1304","1304","'Enabled'","1993-04-05 22:56:07.00","'Particular'","innovate front-end relationships","1977-11-13 15:39:08.00","'POI'",
"1305","1305","'Enabled'","2008-11-26 01:11:36.00","'Business'","transform proactive infomediaries","1991-05-27 12:21:26.00","'SAI'",
"1306","1306","'Disabled'","2003-11-21 07:50:35.00","'Business'","expedite proactive webservices","1982-06-02 00:39:29.00","'SAI'",
"1307","1307","'Disabled'","1984-12-06 04:56:03.00","'Business'","reinvent killer infrastructures","1992-05-12 04:31:15.00","'SAI'",
"1308","1308","'Enabled'","1971-02-02 02:30:29.00","'Business'","synthesize scalable schemas","2015-11-07 17:42:03.00","'POI'",
"1309","1309","'Disabled'","1988-09-02 16:05:41.00","'Business'","architect synergistic networks","2000-08-25 14:55:11.00","'SAI'",
"1310","1310","'Disabled'","2014-11-14 12:50:45.00","'Business'","deploy user-centric infomediaries","1985-10-30 16:57:40.00","'POI'",
"1311","1311","'Disabled'","1998-03-15 17:05:11.00","'Particular'","drive value-added web-readiness","1973-01-24 15:33:33.00","'POI'",
"1312","1312","'Enabled'","1991-02-11 17:59:03.00","'Particular'","syndicate real-time users","1996-03-15 11:18:14.00","'EDP'",
"1313","1313","'Disabled'","1982-05-31 15:33:27.00","'Business'","transform bleeding-edge e-markets","2009-04-14 13:53:11.00","'SAI'",
"1314","1314","'Enabled'","1971-01-13 00:11:49.00","'Business'","reinvent virtual convergence","1975-08-06 21:18:41.00","'POI'",
"1315","1315","'Enabled'","2020-04-30 23:15:01.00","'Business'","enhance B2B mindshare","2019-08-08 11:06:53.00","'POI'",
"1316","1316","'Disabled'","2008-07-05 19:32:27.00","'Business'","visualize cross-platform niches","2016-08-19 13:29:52.00","'SAI'",
"1317","1317","'Disabled'","1973-08-01 15:31:51.00","'Business'","orchestrate best-of-breed applications","2017-08-14 05:58:08.00","'POI'",
"1318","1318","'Enabled'","1976-01-17 03:33:02.00","'Business'","unleash scalable functionalities","1975-02-13 05:24:57.00","'EDP'",
"1319","1319","'Enabled'","1998-11-10 17:37:03.00","'Business'","implement virtual webservices","1997-06-14 07:19:04.00","'POI'",
"1320","1320","'Enabled'","2003-03-18 15:45:22.00","'Particular'","architect magnetic partnerships","1991-03-07 20:10:58.00","'SAI'",
"1321","1321","'Disabled'","1984-07-25 05:36:19.00","'Business'","envisioneer open-source web-readiness","1991-01-23 06:04:26.00","'EDP'",
"1322","1322","'Enabled'","1997-08-23 14:37:07.00","'Particular'","syndicate rich web-readiness","1979-08-10 13:52:39.00","'SAI'",
"1323","1323","'Disabled'","1976-03-22 17:39:46.00","'Particular'","redefine transparent functionalities","1997-08-11 04:26:20.00","'SAI'",
"1324","1324","'Disabled'","1977-04-24 03:03:43.00","'Particular'","recontextualize next-generation solutions","2007-05-21 00:01:41.00","'POI'",
"1325","1325","'Disabled'","1998-01-09 12:36:20.00","'Business'","innovate front-end infrastructures","1995-01-19 22:41:44.00","'POI'",
"1326","1326","'Enabled'","1985-04-16 09:52:46.00","'Business'","scale proactive infrastructures","1985-12-29 12:12:27.00","'EDP'",
"1327","1327","'Enabled'","1978-12-25 13:27:05.00","'Business'","brand ubiquitous experiences","2009-02-19 15:50:57.00","'POI'",
"1328","1328","'Disabled'","1970-11-12 19:56:55.00","'Business'","empower seamless solutions","2017-04-06 11:58:33.00","'POI'",
"1329","1329","'Enabled'","2000-08-12 23:07:15.00","'Particular'","productize robust content","1971-03-07 21:11:30.00","'EDP'",
"1330","1330","'Enabled'","1995-12-28 15:33:06.00","'Business'","iterate distributed models","1995-10-03 11:56:35.00","'SAI'",
"1331","1331","'Disabled'","1989-01-04 20:29:36.00","'Business'","drive cutting-edge infomediaries","2013-05-01 17:31:43.00","'POI'",
"1332","1332","'Enabled'","1970-04-16 23:19:29.00","'Particular'","streamline intuitive portals","1974-08-01 10:11:25.00","'SAI'",
"1333","1333","'Disabled'","1981-06-18 15:19:28.00","'Particular'","leverage scalable partnerships","2001-10-09 14:49:32.00","'EDP'",
"1334","1334","'Enabled'","2015-12-24 15:12:11.00","'Particular'","incentivize viral initiatives","2010-05-08 16:43:36.00","'POI'",
"1335","1335","'Disabled'","2019-09-13 10:47:23.00","'Particular'","redefine integrated systems","2001-12-31 13:29:57.00","'POI'",
"1336","1336","'Disabled'","2021-04-21 09:00:51.00","'Particular'","morph holistic deliverables","1976-05-12 21:39:54.00","'SAI'",
"1337","1337","'Disabled'","1996-06-24 13:52:02.00","'Business'","embrace enterprise eyeballs","1973-10-18 11:18:56.00","'POI'",
"1338","1338","'Enabled'","1977-03-20 10:21:31.00","'Particular'","visualize distributed bandwidth","1980-06-14 05:40:50.00","'POI'",
"1339","1339","'Enabled'","1978-01-26 13:44:54.00","'Business'","redefine rich solutions","2001-12-14 19:09:45.00","'SAI'",
"1340","1340","'Disabled'","1991-01-13 05:06:21.00","'Business'","repurpose magnetic models","2011-10-11 16:14:30.00","'SAI'",
"1341","1341","'Disabled'","2007-06-14 22:49:35.00","'Business'","embrace cross-platform convergence","2007-05-14 03:46:41.00","'SAI'",
"1342","1342","'Disabled'","2004-01-09 04:31:58.00","'Business'","envisioneer vertical niches","1971-04-12 05:21:56.00","'POI'",
"1343","1343","'Enabled'","1975-06-03 16:33:08.00","'Particular'","redefine scalable interfaces","1993-05-30 01:22:51.00","'SAI'",
"1344","1344","'Enabled'","1988-08-15 07:31:40.00","'Business'","drive end-to-end partnerships","2009-03-08 22:40:03.00","'SAI'",
"1345","1345","'Disabled'","2015-12-24 11:53:15.00","'Business'","enhance compelling metrics","1983-12-18 07:42:05.00","'POI'",
"1346","1346","'Disabled'","1994-04-03 05:28:44.00","'Business'","brand impactful infrastructures","1995-09-09 13:01:56.00","'POI'",
"1347","1347","'Enabled'","1975-02-27 17:33:31.00","'Business'","streamline bleeding-edge action-items","1982-04-21 07:54:46.00","'EDP'",
"1348","1348","'Disabled'","1988-10-06 16:05:59.00","'Business'","expedite bricks-and-clicks e-markets","2013-07-28 13:19:16.00","'EDP'",
"1349","1349","'Enabled'","2016-09-01 04:38:30.00","'Business'","matrix 24/365 platforms","2017-08-18 02:32:50.00","'POI'",
"1350","1350","'Disabled'","1996-07-14 13:49:19.00","'Business'","empower robust mindshare","2001-06-24 22:58:24.00","'POI'",
"1351","1351","'Disabled'","2000-05-30 02:01:32.00","'Business'","cultivate vertical infrastructures","2019-11-09 22:40:55.00","'EDP'",
"1352","1352","'Disabled'","1975-06-20 11:57:03.00","'Business'","engage revolutionary networks","1975-04-21 04:19:22.00","'EDP'",
"1353","1353","'Disabled'","2010-11-13 09:57:53.00","'Business'","expedite leading-edge functionalities","2014-11-18 22:07:05.00","'POI'",
"1354","1354","'Disabled'","1971-07-24 01:48:11.00","'Particular'","maximize frictionless e-tailers","1989-11-26 08:30:38.00","'SAI'",
"1355","1355","'Enabled'","1981-12-13 08:17:26.00","'Particular'","transform intuitive channels","1992-01-19 00:56:15.00","'SAI'",
"1356","1356","'Disabled'","2021-09-09 21:29:51.00","'Particular'","leverage B2C functionalities","2009-12-29 06:16:56.00","'EDP'",
"1357","1357","'Enabled'","2001-09-30 16:30:51.00","'Particular'","iterate seamless channels","1992-05-22 22:46:39.00","'EDP'",
"1358","1358","'Disabled'","2018-11-03 19:22:17.00","'Business'","engineer visionary e-services","1997-05-15 14:17:30.00","'POI'",
"1359","1359","'Disabled'","2003-01-26 17:51:46.00","'Business'","engineer customized web-readiness","1978-11-03 15:04:42.00","'EDP'",
"1360","1360","'Enabled'","2001-05-21 07:37:10.00","'Business'","extend killer functionalities","2019-12-06 12:23:45.00","'EDP'",
"1361","1361","'Enabled'","1985-04-14 12:50:35.00","'Business'","brand world-class architectures","1973-09-11 03:08:12.00","'SAI'",
"1362","1362","'Enabled'","1975-04-24 11:12:41.00","'Particular'","grow cutting-edge interfaces","1994-07-27 05:48:05.00","'POI'",
"1363","1363","'Disabled'","2020-07-05 01:11:42.00","'Business'","envisioneer mission-critical infrastructures","1994-06-21 00:31:34.00","'SAI'",
"1364","1364","'Disabled'","1987-10-14 12:29:35.00","'Business'","innovate robust architectures","1975-09-01 04:39:48.00","'EDP'",
"1365","1365","'Enabled'","1979-01-05 15:31:32.00","'Business'","target sticky webservices","1974-09-14 13:07:41.00","'EDP'",
"1366","1366","'Disabled'","1988-01-10 03:14:13.00","'Particular'","implement robust e-markets","1995-05-09 19:35:06.00","'EDP'",
"1367","1367","'Disabled'","2010-09-10 05:15:54.00","'Particular'","transition web-enabled mindshare","1972-09-23 18:42:44.00","'POI'",
"1368","1368","'Disabled'","2015-04-11 19:11:09.00","'Particular'","exploit intuitive webservices","1994-01-05 18:10:15.00","'EDP'",
"1369","1369","'Disabled'","2007-01-02 14:33:55.00","'Business'","e-enable compelling methodologies","1978-05-16 18:30:40.00","'POI'",
"1370","1370","'Disabled'","2007-03-05 15:38:21.00","'Business'","benchmark distributed channels","1986-08-10 20:42:56.00","'EDP'",
"1371","1371","'Enabled'","2017-07-25 10:21:36.00","'Particular'","generate transparent systems","2002-09-25 17:21:20.00","'SAI'",
"1372","1372","'Enabled'","1977-10-01 11:42:05.00","'Business'","synergize plug-and-play models","1974-01-06 13:40:57.00","'EDP'",
"1373","1373","'Disabled'","1998-09-21 03:00:25.00","'Particular'","deliver holistic mindshare","2020-06-05 07:35:08.00","'SAI'",
"1374","1374","'Disabled'","1981-07-19 15:03:48.00","'Business'","matrix ubiquitous e-tailers","2017-01-18 06:14:12.00","'SAI'",
"1375","1375","'Disabled'","1983-09-16 14:26:16.00","'Business'","extend proactive architectures","1991-06-26 10:22:16.00","'EDP'",
"1376","1376","'Enabled'","2013-06-11 19:56:11.00","'Business'","whiteboard 24/365 functionalities","1986-06-23 22:09:45.00","'EDP'",
"1377","1377","'Disabled'","1983-05-27 01:49:05.00","'Particular'","target extensible web-readiness","2008-10-14 07:14:10.00","'POI'",
"1378","1378","'Enabled'","2011-08-18 23:50:22.00","'Particular'","architect best-of-breed users","1986-08-30 22:20:51.00","'SAI'",
"1379","1379","'Disabled'","1972-10-07 10:53:52.00","'Business'","seize intuitive webservices","2007-03-03 17:23:52.00","'SAI'",
"1380","1380","'Disabled'","2019-06-24 04:50:40.00","'Particular'","reinvent killer niches","2015-02-06 19:24:46.00","'SAI'",
"1381","1381","'Disabled'","2002-01-04 23:59:39.00","'Business'","visualize innovative convergence","2016-04-11 12:50:15.00","'POI'",
"1382","1382","'Enabled'","1998-11-11 10:28:20.00","'Business'","evolve transparent markets","1975-01-18 23:30:03.00","'POI'",
"1383","1383","'Disabled'","2014-03-22 19:19:59.00","'Particular'","extend killer e-markets","1979-05-14 20:06:47.00","'SAI'",
"1384","1384","'Disabled'","1973-05-23 07:01:56.00","'Particular'","repurpose value-added bandwidth","1971-07-03 15:04:50.00","'SAI'",
"1385","1385","'Disabled'","2019-01-16 16:28:47.00","'Business'","utilize world-class e-business","2020-04-06 01:03:27.00","'EDP'",
"1386","1386","'Enabled'","1971-08-11 18:20:52.00","'Business'","incubate back-end content","2003-03-14 21:20:55.00","'EDP'",
"1387","1387","'Disabled'","1988-03-31 01:39:58.00","'Business'","deliver B2B e-markets","1972-01-21 07:08:48.00","'SAI'",
"1388","1388","'Enabled'","2016-07-11 06:02:35.00","'Particular'","seize global interfaces","1985-03-25 01:01:05.00","'EDP'",
"1389","1389","'Disabled'","1997-05-28 10:07:51.00","'Business'","redefine virtual infrastructures","2013-12-11 04:41:20.00","'POI'",
"1390","1390","'Disabled'","1994-04-23 17:26:49.00","'Particular'","whiteboard plug-and-play relationships","1971-11-18 10:40:15.00","'SAI'",
"1391","1391","'Enabled'","1978-05-21 23:20:59.00","'Particular'","cultivate rich initiatives","1973-05-27 11:35:55.00","'POI'",
"1392","1392","'Enabled'","1970-08-13 21:22:29.00","'Particular'","productize dynamic infrastructures","2018-03-15 17:40:41.00","'SAI'",
"1393","1393","'Disabled'","2018-07-21 17:15:16.00","'Business'","revolutionize leading-edge initiatives","1975-09-22 06:59:59.00","'EDP'",
"1394","1394","'Enabled'","2000-05-07 05:03:27.00","'Particular'","integrate collaborative web-readiness","2020-05-04 04:17:30.00","'POI'",
"1395","1395","'Enabled'","1987-05-17 04:07:10.00","'Business'","harness dynamic partnerships","2012-07-01 14:01:34.00","'POI'",
"1396","1396","'Disabled'","1987-12-28 23:04:10.00","'Business'","synergize killer methodologies","1977-05-09 09:46:08.00","'EDP'",
"1397","1397","'Disabled'","2008-10-18 02:57:02.00","'Particular'","aggregate wireless networks","2000-12-13 17:36:20.00","'SAI'",
"1398","1398","'Enabled'","2015-05-31 03:44:58.00","'Business'","cultivate transparent schemas","2020-05-04 22:37:16.00","'POI'",
"1399","1399","'Enabled'","1991-11-17 20:06:54.00","'Particular'","embrace out-of-the-box infrastructures","1997-11-15 00:31:12.00","'POI'",
"1400","1400","'Disabled'","2019-11-12 11:06:18.00","'Business'","transition innovative metrics","1987-02-27 11:11:22.00","'POI'",
"1401","1401","'Enabled'","2005-04-25 00:32:48.00","'Particular'","maximize killer supply-chains","1982-07-22 07:43:40.00","'SAI'",
"1402","1402","'Disabled'","1997-01-02 02:46:18.00","'Particular'","aggregate value-added initiatives","2001-08-21 01:29:46.00","'EDP'",
"1403","1403","'Enabled'","2005-06-27 22:12:03.00","'Particular'","architect robust markets","1984-02-23 10:09:42.00","'POI'",
"1404","1404","'Enabled'","2003-11-28 19:29:11.00","'Particular'","drive scalable vortals","2008-10-05 06:25:26.00","'POI'",
"1405","1405","'Enabled'","2011-05-15 06:28:19.00","'Business'","empower transparent applications","2001-12-13 16:16:48.00","'POI'",
"1406","1406","'Enabled'","1985-07-24 02:28:16.00","'Particular'","matrix virtual technologies","1992-02-05 06:08:01.00","'EDP'",
"1407","1407","'Enabled'","1971-11-22 08:28:34.00","'Business'","aggregate open-source channels","2013-06-30 05:38:34.00","'SAI'",
"1408","1408","'Disabled'","1971-10-10 07:40:48.00","'Business'","productize innovative niches","2006-04-21 17:56:36.00","'POI'",
"1409","1409","'Enabled'","2014-11-05 06:48:50.00","'Business'","revolutionize visionary content","2017-12-23 08:26:53.00","'POI'",
"1410","1410","'Enabled'","1993-04-21 22:11:09.00","'Business'","seize revolutionary vortals","1984-09-15 01:11:58.00","'POI'",
"1411","1411","'Enabled'","1971-07-09 16:20:44.00","'Business'","deliver customized e-markets","1995-03-06 01:12:08.00","'SAI'",
"1412","1412","'Disabled'","2020-06-03 17:06:10.00","'Business'","innovate visionary relationships","2011-05-04 17:12:20.00","'EDP'",
"1413","1413","'Disabled'","2016-05-25 15:38:24.00","'Particular'","recontextualize 24/365 methodologies","2001-09-10 18:59:07.00","'EDP'",
"1414","1414","'Enabled'","2013-03-09 01:20:16.00","'Particular'","expedite cutting-edge architectures","2011-05-20 12:23:33.00","'SAI'",
"1415","1415","'Enabled'","1994-12-06 22:34:30.00","'Particular'","embrace front-end e-markets","1980-10-13 07:11:53.00","'POI'",
"1416","1416","'Enabled'","2011-06-12 10:38:15.00","'Particular'","redefine dynamic metrics","2021-04-13 12:22:29.00","'EDP'",
"1417","1417","'Disabled'","1972-01-07 14:39:18.00","'Business'","reinvent bricks-and-clicks models","1980-09-14 14:50:21.00","'POI'",
"1418","1418","'Disabled'","1992-08-25 05:46:42.00","'Business'","unleash frictionless markets","1994-02-17 23:44:08.00","'SAI'",
"1419","1419","'Enabled'","1990-12-13 09:59:00.00","'Particular'","streamline dynamic functionalities","2014-09-07 04:24:47.00","'SAI'",
"1420","1420","'Disabled'","1982-05-23 05:29:50.00","'Particular'","productize clicks-and-mortar metrics","1978-04-27 20:04:34.00","'SAI'",
"1421","1421","'Enabled'","2012-06-27 21:31:24.00","'Business'","deploy granular relationships","1987-10-21 06:08:16.00","'EDP'",
"1422","1422","'Enabled'","1998-09-04 07:45:02.00","'Business'","generate B2C paradigms","1992-04-16 21:06:48.00","'POI'",
"1423","1423","'Enabled'","1972-12-13 11:06:26.00","'Particular'","deliver clicks-and-mortar platforms","2008-11-16 00:19:25.00","'EDP'",
"1424","1424","'Enabled'","2010-09-16 13:51:41.00","'Business'","utilize viral technologies","1972-03-17 08:04:14.00","'EDP'",
"1425","1425","'Disabled'","2020-10-05 14:24:54.00","'Business'","recontextualize distributed solutions","1971-10-10 06:39:06.00","'SAI'",
"1426","1426","'Enabled'","1987-03-17 23:18:46.00","'Business'","deploy dynamic metrics","2010-11-22 15:24:04.00","'POI'",
"1427","1427","'Enabled'","2011-01-17 07:48:57.00","'Business'","deploy virtual communities","1993-04-24 05:34:44.00","'POI'",
"1428","1428","'Disabled'","1970-06-22 02:08:10.00","'Particular'","synergize next-generation synergies","2012-05-03 20:30:11.00","'EDP'",
"1429","1429","'Enabled'","1991-06-03 07:55:06.00","'Particular'","maximize cross-platform paradigms","2002-07-16 21:38:08.00","'POI'",
"1430","1430","'Enabled'","1993-05-20 10:08:55.00","'Particular'","enhance rich vortals","2016-11-24 02:51:22.00","'SAI'",
"1431","1431","'Disabled'","2021-05-15 03:10:56.00","'Business'","orchestrate user-centric solutions","2012-02-06 07:12:28.00","'SAI'",
"1432","1432","'Enabled'","2007-07-10 06:15:30.00","'Business'","cultivate integrated e-services","2019-11-24 19:47:03.00","'SAI'",
"1433","1433","'Disabled'","1983-06-30 11:58:20.00","'Particular'","transform impactful action-items","2015-02-24 18:44:14.00","'POI'",
"1434","1434","'Enabled'","1995-06-20 11:48:28.00","'Particular'","generate one-to-one convergence","1993-01-10 18:53:29.00","'EDP'",
"1435","1435","'Disabled'","1979-04-07 21:25:25.00","'Particular'","productize enterprise users","1993-07-21 14:20:20.00","'SAI'",
"1436","1436","'Disabled'","1971-06-12 16:57:09.00","'Particular'","engage rich eyeballs","2006-08-23 14:51:53.00","'POI'",
"1437","1437","'Disabled'","2018-03-25 14:54:25.00","'Business'","target B2B relationships","1972-01-16 01:08:56.00","'SAI'",
"1438","1438","'Disabled'","1971-11-24 11:36:45.00","'Particular'","deliver frictionless functionalities","1998-03-28 19:51:47.00","'EDP'",
"1439","1439","'Disabled'","2008-11-29 10:17:21.00","'Particular'","engineer global platforms","1981-09-19 23:28:42.00","'SAI'",
"1440","1440","'Disabled'","1987-11-17 12:32:53.00","'Particular'","facilitate mission-critical synergies","2001-12-03 08:13:12.00","'SAI'",
"1441","1441","'Disabled'","1998-02-01 10:38:14.00","'Particular'","reintermediate revolutionary networks","1987-04-09 12:43:52.00","'EDP'",
"1442","1442","'Disabled'","1988-12-30 11:36:59.00","'Business'","transform frictionless schemas","1980-01-06 08:22:52.00","'POI'",
"1443","1443","'Disabled'","2014-06-10 01:13:07.00","'Particular'","facilitate robust mindshare","1980-07-03 15:42:24.00","'EDP'",
"1444","1444","'Enabled'","1985-04-06 04:03:06.00","'Particular'","redefine seamless e-business","2012-03-05 01:00:29.00","'POI'",
"1445","1445","'Enabled'","2000-10-29 16:06:33.00","'Particular'","reintermediate value-added e-tailers","1983-01-17 13:34:27.00","'EDP'",
"1446","1446","'Disabled'","1990-10-03 08:11:37.00","'Particular'","implement ubiquitous solutions","1972-04-23 02:30:17.00","'EDP'",
"1447","1447","'Enabled'","1978-12-13 07:04:25.00","'Particular'","iterate end-to-end action-items","1990-11-18 03:30:30.00","'SAI'",
"1448","1448","'Enabled'","2003-04-22 02:16:51.00","'Business'","embrace user-centric metrics","2010-11-23 02:58:40.00","'EDP'",
"1449","1449","'Disabled'","1971-12-21 23:49:53.00","'Business'","facilitate next-generation platforms","1994-02-11 14:48:58.00","'EDP'",
"1450","1450","'Enabled'","2008-07-08 14:23:42.00","'Particular'","utilize innovative supply-chains","2009-06-23 21:54:15.00","'POI'",
"1451","1451","'Disabled'","2021-11-11 18:06:10.00","'Business'","maximize seamless ROI","2005-02-05 01:41:09.00","'SAI'",
"1452","1452","'Disabled'","1975-10-20 07:44:11.00","'Particular'","synthesize viral vortals","1998-03-27 11:26:29.00","'POI'",
"1453","1453","'Disabled'","2020-09-22 20:25:52.00","'Particular'","scale dynamic webservices","2007-04-22 14:08:34.00","'EDP'",
"1454","1454","'Disabled'","1999-01-06 17:54:37.00","'Business'","matrix front-end technologies","1995-02-20 02:31:13.00","'SAI'",
"1455","1455","'Disabled'","2004-01-21 08:56:00.00","'Particular'","reintermediate intuitive experiences","1974-02-16 16:42:08.00","'POI'",
"1456","1456","'Disabled'","1986-02-24 17:26:08.00","'Particular'","e-enable bricks-and-clicks architectures","1972-09-30 09:24:48.00","'SAI'",
"1457","1457","'Enabled'","2011-12-14 08:29:08.00","'Business'","leverage sticky bandwidth","2021-02-24 01:44:01.00","'EDP'",
"1458","1458","'Disabled'","1990-09-10 17:47:33.00","'Particular'","incubate rich e-services","1990-10-22 06:19:38.00","'POI'",
"1459","1459","'Disabled'","1995-12-23 22:49:07.00","'Business'","visualize front-end ROI","2010-12-24 00:10:09.00","'POI'",
"1460","1460","'Enabled'","1979-03-01 04:15:12.00","'Particular'","monetize distributed channels","1972-11-14 18:19:00.00","'EDP'",
"1461","1461","'Enabled'","1982-09-24 18:44:48.00","'Particular'","synergize seamless networks","2010-03-18 14:21:46.00","'POI'",
"1462","1462","'Enabled'","2008-11-26 20:14:19.00","'Business'","maximize value-added e-tailers","1994-08-02 15:53:57.00","'SAI'",
"1463","1463","'Enabled'","2008-01-09 02:57:02.00","'Particular'","transition user-centric webservices","2010-10-02 03:06:55.00","'POI'",
"1464","1464","'Enabled'","1991-08-29 16:35:51.00","'Particular'","drive collaborative solutions","1984-11-24 21:52:56.00","'POI'",
"1465","1465","'Disabled'","2020-11-30 08:16:01.00","'Business'","integrate efficient systems","1978-01-11 07:56:18.00","'SAI'",
"1466","1466","'Disabled'","2005-02-08 08:11:06.00","'Particular'","whiteboard rich technologies","1986-07-01 02:20:39.00","'SAI'",
"1467","1467","'Disabled'","2002-03-12 23:27:08.00","'Business'","enable cross-platform platforms","1981-10-09 01:58:18.00","'SAI'",
"1468","1468","'Disabled'","2002-07-17 12:06:36.00","'Particular'","generate end-to-end architectures","1974-06-01 19:02:20.00","'SAI'",
"1469","1469","'Disabled'","2017-12-30 19:04:55.00","'Business'","redefine value-added schemas","1991-01-11 17:48:27.00","'POI'",
"1470","1470","'Enabled'","1984-01-17 17:33:35.00","'Particular'","evolve virtual users","1993-08-21 05:02:02.00","'EDP'",
"1471","1471","'Disabled'","1995-01-18 08:24:20.00","'Business'","reintermediate extensible synergies","1979-09-20 11:13:13.00","'SAI'",
"1472","1472","'Disabled'","1994-11-10 03:17:09.00","'Business'","innovate B2C architectures","1986-02-28 14:54:27.00","'POI'",
"1473","1473","'Disabled'","2009-05-22 19:14:45.00","'Particular'","leverage vertical schemas","1982-05-08 23:47:12.00","'SAI'",
"1474","1474","'Enabled'","1983-04-20 19:26:42.00","'Particular'","leverage open-source deliverables","1974-12-02 05:21:06.00","'EDP'",
"1475","1475","'Disabled'","1976-09-28 18:14:30.00","'Particular'","synergize frictionless deliverables","2010-12-10 03:26:37.00","'EDP'",
"1476","1476","'Disabled'","2015-11-18 23:01:58.00","'Particular'","target bleeding-edge relationships","1983-02-15 16:52:29.00","'SAI'",
"1477","1477","'Enabled'","2005-09-09 08:19:24.00","'Particular'","empower dynamic paradigms","2006-04-21 12:32:50.00","'SAI'",
"1478","1478","'Disabled'","1977-02-16 22:05:57.00","'Business'","transform bleeding-edge eyeballs","2011-12-29 15:58:34.00","'SAI'",
"1479","1479","'Disabled'","2006-04-05 12:23:49.00","'Business'","transform B2B schemas","2010-03-30 21:38:01.00","'EDP'",
"1480","1480","'Disabled'","1985-04-12 21:29:32.00","'Business'","unleash front-end initiatives","1980-05-13 16:20:41.00","'SAI'",
"1481","1481","'Disabled'","2018-11-04 14:55:19.00","'Business'","syndicate distributed architectures","2020-04-09 07:23:57.00","'EDP'",
"1482","1482","'Disabled'","2018-09-09 15:19:13.00","'Business'","unleash one-to-one methodologies","1983-07-30 02:44:07.00","'EDP'",
"1483","1483","'Disabled'","2018-04-20 13:23:38.00","'Business'","whiteboard scalable eyeballs","2015-01-30 13:36:16.00","'SAI'",
"1484","1484","'Enabled'","2002-11-30 22:17:23.00","'Business'","grow magnetic deliverables","1990-01-20 04:14:45.00","'SAI'",
"1485","1485","'Disabled'","2015-02-08 11:12:48.00","'Business'","innovate B2C experiences","1971-09-10 01:12:17.00","'EDP'",
"1486","1486","'Disabled'","1971-07-12 05:20:14.00","'Particular'","leverage magnetic metrics","1981-08-16 08:16:23.00","'POI'",
"1487","1487","'Enabled'","2009-06-08 05:22:53.00","'Particular'","harness back-end deliverables","1989-09-20 03:41:44.00","'POI'",
"1488","1488","'Enabled'","2006-09-09 20:05:55.00","'Particular'","enhance global systems","1973-09-13 21:16:53.00","'POI'",
"1489","1489","'Disabled'","1996-07-16 18:03:44.00","'Business'","iterate B2C markets","2009-10-31 19:11:47.00","'SAI'",
"1490","1490","'Enabled'","2009-09-12 14:42:40.00","'Particular'","target 24/365 networks","2017-11-19 05:01:21.00","'SAI'",
"1491","1491","'Disabled'","1998-02-24 03:37:32.00","'Business'","maximize web-enabled convergence","2016-08-06 16:27:03.00","'EDP'",
"1492","1492","'Disabled'","1970-04-19 16:38:32.00","'Particular'","engineer user-centric eyeballs","2001-12-11 02:27:48.00","'SAI'",
"1493","1493","'Disabled'","2008-04-09 19:08:42.00","'Particular'","innovate wireless markets","1976-11-23 01:35:57.00","'POI'",
"1494","1494","'Disabled'","2003-04-15 05:55:14.00","'Business'","utilize dot-com models","1979-08-04 23:20:13.00","'POI'",
"1495","1495","'Enabled'","1982-02-01 07:03:00.00","'Business'","aggregate granular eyeballs","2020-07-26 23:52:27.00","'EDP'",
"1496","1496","'Disabled'","1970-09-22 23:37:51.00","'Particular'","reintermediate vertical interfaces","1984-10-01 23:25:31.00","'POI'",
"1497","1497","'Disabled'","2000-04-06 18:50:22.00","'Particular'","innovate strategic architectures","1991-11-02 21:17:04.00","'SAI'",
"1498","1498","'Enabled'","1973-11-19 03:15:48.00","'Particular'","redefine extensible channels","1971-03-14 01:52:51.00","'POI'",
"1499","1499","'Enabled'","1979-10-11 18:14:46.00","'Business'","iterate robust experiences","2021-02-12 07:32:59.00","'POI'",
"1500","1500","'Disabled'","1998-09-10 00:32:41.00","'Particular'","target user-centric markets","2013-02-05 15:53:38.00","'EDP'",
