"CreditLineId","CurrencyId","Amount","Type","Included",
"51527","3","1.855","'InterimBooked'","0",
"51528","4","1404758.73","'InterimBooked'","0",
"51529","1","0","'InterimBooked'","0",
"51530","2","40329.01883","'InterimBooked'","0",
"51531","3","324938.61845","'Passed'","0",
"51532","4","1321296.9","'InterimBooked'","0",
"51533","1","74.222","'Passed'","0",
"51534","2","0","'InterimBooked'","0",
"51535","3","108606882.25909","'InterimBooked'","0",
"51536","4","0","'InterimBooked'","0",
"51537","1","1933.75404683","'InterimBooked'","0",
"51538","2","12.34","'Passed'","0",
"51539","3","6.697514","'Passed'","0",
"51540","4","14836857.4295","'Passed'","0",
"51541","1","371474803.397","'InterimBooked'","0",
"51542","2","0","'Passed'","0",
"51543","3","70296164.262171","'Passed'","0",
"51544","4","54912308","'Passed'","0",
"51545","1","1704030.471587","'InterimBooked'","0",
"51546","2","0","'InterimBooked'","0",
"51547","3","93","'InterimBooked'","0",
"51548","4","3794.2395519","'Passed'","0",
"51549","1","50499382.071595","'Passed'","0",
"51550","2","391231.614456","'InterimBooked'","0",
"51551","3","261411.7334","'InterimBooked'","0",
"51552","4","1432.159","'Passed'","0",
"51553","1","243.86629268","'Passed'","0",
"51554","2","0","'InterimBooked'","0",
"51555","3","0","'InterimBooked'","0",
"51556","4","0.01","'InterimBooked'","0",
"51557","1","3041","'Passed'","0",
"51558","2","83.47251","'InterimBooked'","0",
"51559","3","1.338444576","'InterimBooked'","0",
"51560","4","5321.1569824","'Passed'","0",
"51561","1","48714.59276452","'InterimBooked'","0",
"51562","2","504611040.74357","'InterimBooked'","0",
"51563","3","70428.0825","'InterimBooked'","0",
"51564","4","18682728.601268","'InterimBooked'","0",
"51565","1","40.82","'InterimBooked'","0",
"51566","2","3.019201904","'InterimBooked'","0",
"51567","3","1.8436306","'Passed'","0",
"51568","4","60347932.994741","'Passed'","0",
"51569","1","197520.66325601","'Passed'","0",
"51570","2","3303677.349","'Passed'","0",
"51571","3","6014.2604","'InterimBooked'","0",
"51572","4","59454.121176646","'InterimBooked'","0",
"51573","1","61445.042001297","'InterimBooked'","0",
"51574","2","85315720.00174","'InterimBooked'","0",
"51575","3","25924912.325","'InterimBooked'","0",
"51576","4","3","'InterimBooked'","0",
"51577","1","36.32836964","'InterimBooked'","0",
"51578","2","1067.2","'InterimBooked'","0",
"51579","3","0","'InterimBooked'","0",
"51580","4","2472.669","'Passed'","0",
"51581","1","325537.04239585","'Passed'","0",
"51582","2","0","'InterimBooked'","0",
"51583","3","1418899.0110237","'Passed'","0",
"51584","4","823245","'Passed'","0",
"51585","1","375.18755","'Passed'","0",
"51586","2","13.73623942","'InterimBooked'","0",
"51587","3","2.0114","'InterimBooked'","0",
"51588","4","13789.198215752","'Passed'","0",
"51589","1","482021557.83","'Passed'","0",
"51590","2","0","'InterimBooked'","0",
"51591","3","424599.26429","'Passed'","0",
"51592","4","299854.6","'Passed'","0",
"51593","1","554.6534509","'Passed'","0",
"51594","2","16735162.3","'InterimBooked'","0",
"51595","3","263896948.82777","'Passed'","0",
"51596","4","156.027227713","'Passed'","0",
"51597","1","61129079","'Passed'","0",
"51598","2","3.4","'InterimBooked'","0",
"51599","3","0","'Passed'","0",
"51600","4","4.6908","'Passed'","0",
"51601","1","7","'InterimBooked'","0",
"51602","2","81556.92020151","'Passed'","0",
"51603","3","0","'InterimBooked'","0",
"51604","4","9199255.203","'Passed'","0",
"51605","1","17.30109292","'InterimBooked'","0",
"51606","2","19305.93589","'InterimBooked'","0",
"51607","3","0","'InterimBooked'","0",
"51608","4","197549.58571593","'InterimBooked'","0",
"51609","1","4","'Passed'","0",
"51610","2","213939.5435","'Passed'","0",
"51611","3","7.8848","'Passed'","0",
"51612","4","769644624.95757","'InterimBooked'","0",
"51613","1","5.098914","'InterimBooked'","0",
"51614","2","26.17581","'InterimBooked'","0",
"51615","3","2.649","'InterimBooked'","0",
"51616","4","19.3","'Passed'","0",
"51617","1","0","'InterimBooked'","0",
"51618","2","2195.7","'InterimBooked'","0",
"51619","3","50346","'Passed'","0",
"51620","4","1432.8","'InterimBooked'","0",
"51621","1","4.45","'InterimBooked'","0",
"51622","2","18005312.642771","'Passed'","0",
"51623","3","92.93399","'Passed'","0",
"51624","4","30","'InterimBooked'","0",
"51625","1","513943617.62478","'Passed'","0",
"51626","2","4.920062718","'InterimBooked'","0",
"51627","3","0","'Passed'","0",
"51628","4","1746","'InterimBooked'","0",
"51629","1","63501","'Passed'","0",
"51630","2","6603.3215284","'InterimBooked'","0",
"51631","3","0","'Passed'","0",
"51632","4","88751.9815929","'Passed'","0",
"51633","1","0","'Passed'","0",
"51634","2","586.09266","'InterimBooked'","0",
"51635","3","968433.68343912","'Passed'","0",
"51636","4","69261868.6","'Passed'","0",
"51637","1","194443262.8","'InterimBooked'","0",
"51638","2","0.357","'Passed'","0",
"51639","3","0","'Passed'","0",
"51640","4","2.0289","'InterimBooked'","0",
"51641","1","2475.1","'InterimBooked'","0",
"51642","2","0","'Passed'","0",
"51643","3","122314070.1715","'InterimBooked'","0",
"51644","4","1006.85","'InterimBooked'","0",
"51645","1","7.7347","'Passed'","0",
"51646","2","9.97","'InterimBooked'","0",
"51647","3","34067.9817942","'InterimBooked'","0",
"51648","4","0.7091592","'Passed'","0",
"51649","1","14474.3664145","'Passed'","0",
"51650","2","7546.889455586","'InterimBooked'","0",
"51651","3","830.0204","'InterimBooked'","0",
"51652","4","1359902.4","'Passed'","0",
"51653","1","26.5292852","'Passed'","0",
"51654","2","172965.0525","'InterimBooked'","0",
"51655","3","0","'Passed'","0",
"51656","4","0","'Passed'","0",
"51657","1","84.3","'InterimBooked'","0",
"51658","2","19383743.448","'Passed'","0",
"51659","3","412210442.53764","'InterimBooked'","0",
"51660","4","44.248448988","'InterimBooked'","0",
"51661","1","40832.42998385","'Passed'","0",
"51662","2","4014265.4223042","'InterimBooked'","0",
"51663","3","64.667912","'Passed'","0",
"51664","4","62676.716790324","'Passed'","0",
"51665","1","100615.921915","'Passed'","0",
"51666","2","0.923","'InterimBooked'","0",
"51667","3","3.4593","'InterimBooked'","0",
"51668","4","0.6307","'InterimBooked'","0",
"51669","1","820.9704","'InterimBooked'","0",
"51670","2","69490.1","'InterimBooked'","0",
"51671","3","530010","'Passed'","0",
"51672","4","246.9372503","'Passed'","0",
"51673","1","0","'Passed'","0",
"51674","2","1676624.7793637","'Passed'","0",
"51675","3","0","'InterimBooked'","0",
"51676","4","7.16353","'Passed'","0",
"51677","1","778192.66653973","'Passed'","0",
"51678","2","505208.992","'Passed'","0",
"51679","3","42.5097","'InterimBooked'","0",
"51680","4","86435.39765342","'InterimBooked'","0",
"51681","1","37281449.8","'Passed'","0",
"51682","2","212.9304","'Passed'","0",
"51683","3","8.9","'Passed'","0",
"51684","4","973490.1933","'InterimBooked'","0",
"51685","1","25193554.06","'Passed'","0",
"51686","2","0","'Passed'","0",
"51687","3","546982.1078","'Passed'","0",
"51688","4","0.82","'InterimBooked'","0",
"51689","1","334295.43215","'InterimBooked'","0",
"51690","2","695.7","'InterimBooked'","0",
"51691","3","640.522363","'Passed'","0",
"51692","4","0.58874","'InterimBooked'","0",
"51693","1","48138832.9877","'InterimBooked'","0",
"51694","2","4.1573194","'Passed'","0",
"51695","3","401.049898","'Passed'","0",
"51696","4","24542.4572","'InterimBooked'","0",
"51697","1","280363292.575","'InterimBooked'","0",
"51698","2","55956","'InterimBooked'","0",
"51699","3","14.0238","'InterimBooked'","0",
"51700","4","712800215.5","'InterimBooked'","0",
"51701","1","305413.337","'InterimBooked'","0",
"51702","2","22139.98","'Passed'","0",
"51703","3","6684.51891","'Passed'","0",
"51704","4","0","'InterimBooked'","0",
"51705","1","4742398.574","'InterimBooked'","0",
"51706","2","658320.96","'InterimBooked'","0",
"51707","3","0","'InterimBooked'","0",
"51708","4","14593.59211469","'Passed'","0",
"51709","1","22780.58161","'Passed'","0",
"51710","2","713726266.44226","'InterimBooked'","0",
"51711","3","24.474994","'Passed'","0",
"51712","4","162713747.77304","'Passed'","0",
"51713","1","65459312.78","'InterimBooked'","0",
"51714","2","17242.2094915","'Passed'","0",
"51715","3","434693.288247","'Passed'","0",
"51716","4","7217.979","'InterimBooked'","0",
"51717","1","4242286","'Passed'","0",
"51718","2","3053.01","'Passed'","0",
"51719","3","21805293.527","'InterimBooked'","0",
"51720","4","521958255.9735","'Passed'","0",
"51721","1","78105311.566236","'InterimBooked'","0",
"51722","2","1.5389","'Passed'","0",
"51723","3","0","'Passed'","0",
"51724","4","56.706134147","'Passed'","0",
"51725","1","4","'InterimBooked'","0",
"51726","2","921932","'Passed'","0",
"51727","3","14978234.9","'InterimBooked'","0",
"51728","4","4.39","'Passed'","0",
"51729","1","427114.58427954","'Passed'","0",
"51730","2","4600495.4211547","'Passed'","0",
"51731","3","0","'InterimBooked'","0",
"51732","4","234","'InterimBooked'","0",
"51733","1","183495097.94167","'Passed'","0",
"51734","2","414614.4156","'Passed'","0",
"51735","3","30681","'InterimBooked'","0",
"51736","4","21376.8959555","'InterimBooked'","0",
"51737","1","551.154385","'Passed'","0",
"51738","2","6.08","'Passed'","0",
"51739","3","343079504.95","'InterimBooked'","0",
"51740","4","8362.5428311","'InterimBooked'","0",
"51741","1","41045.8","'Passed'","0",
"51742","2","11.2956","'Passed'","0",
"51743","3","28321","'InterimBooked'","0",
"51744","4","16324307.611","'InterimBooked'","0",
"51745","1","19595.77148","'Passed'","0",
"51746","2","0","'Passed'","0",
"51747","3","0","'Passed'","0",
"51748","4","650062","'InterimBooked'","0",
"51749","1","73206.9473838","'Passed'","0",
"51750","2","32983572.235835","'Passed'","0",
"51751","3","298232664.63229","'InterimBooked'","0",
"51752","4","41.91785946","'InterimBooked'","0",
"51753","1","0.79960226","'Passed'","0",
"51754","2","6.84174664","'Passed'","0",
"51755","3","10223.44976643","'InterimBooked'","0",
"51756","4","40.4062","'Passed'","0",
"51757","1","28.96","'Passed'","0",
"51758","2","0.585906551","'InterimBooked'","0",
"51759","3","20980.27013046","'Passed'","0",
"51760","4","77088.77255828","'Passed'","0",
"51761","1","6309","'InterimBooked'","0",
"51762","2","6447.062","'InterimBooked'","0",
"51763","3","373386559.05281","'InterimBooked'","0",
"51764","4","127.209","'Passed'","0",
"51765","1","25682.066537391","'InterimBooked'","0",
"51766","2","515.69734","'InterimBooked'","0",
"51767","3","0.2746496","'Passed'","0",
"51768","4","21.35874","'InterimBooked'","0",
"51769","1","88.055","'InterimBooked'","0",
"51770","2","2362.2426468","'InterimBooked'","0",
"51771","3","39904868.95096","'Passed'","0",
"51772","4","369.947","'InterimBooked'","0",
"51773","1","0","'Passed'","0",
"51774","2","113.8078085","'InterimBooked'","0",
"51775","3","0","'Passed'","0",
"51776","4","0","'InterimBooked'","0",
"51777","1","3154.458153112","'InterimBooked'","0",
"51778","2","25658228.153","'Passed'","0",
"51779","3","6557972.3469667","'InterimBooked'","0",
"51780","4","0","'Passed'","0",
"51781","1","1239718","'Passed'","0",
"51782","2","29323707.62052","'Passed'","0",
"51783","3","44110","'Passed'","0",
"51784","4","319.822684","'InterimBooked'","0",
"51785","1","398.2186303","'Passed'","0",
"51786","2","0","'Passed'","0",
"51787","3","185182492.61937","'Passed'","0",
"51788","4","0","'InterimBooked'","0",
"51789","1","0","'Passed'","0",
"51790","2","5.122468","'Passed'","0",
"51791","3","21.60362896","'InterimBooked'","0",
"51792","4","5.441811","'InterimBooked'","0",
"51793","1","402.38","'Passed'","0",
"51794","2","30006.0346181","'Passed'","0",
"51795","3","350137.7983869","'InterimBooked'","0",
"51796","4","21.083616419","'Passed'","0",
"51797","1","718464.7","'Passed'","0",
"51798","2","526.0753","'Passed'","0",
"51799","3","30350.777662","'Passed'","0",
"51800","4","77.98697371","'InterimBooked'","0",
"51801","1","0","'InterimBooked'","0",
"51802","2","2.3170358","'Passed'","0",
"51803","3","2.1","'Passed'","0",
"51804","4","9915344.9400859","'Passed'","0",
"51805","1","1466444.797522","'Passed'","0",
"51806","2","20.845","'Passed'","0",
"51807","3","502728908.54162","'Passed'","0",
"51808","4","0","'InterimBooked'","0",
"51809","1","584.51","'Passed'","0",
"51810","2","0","'Passed'","0",
"51811","3","8295","'Passed'","0",
"51812","4","12.59942317","'InterimBooked'","0",
"51813","1","54414.7998135","'Passed'","0",
"51814","2","2015957.08","'Passed'","0",
"51815","3","12073.456599889","'Passed'","0",
"51816","4","15967.48838897","'Passed'","0",
"51817","1","273320793.50203","'InterimBooked'","0",
"51818","2","2968914.283","'InterimBooked'","0",
"51819","3","0","'InterimBooked'","0",
"51820","4","46.2458537","'InterimBooked'","0",
"51821","1","154914.661","'Passed'","0",
"51822","2","4161690.05","'InterimBooked'","0",
"51823","3","732","'Passed'","0",
"51824","4","99895.21","'Passed'","0",
"51825","1","3058.452761","'Passed'","0",
"51826","2","0","'InterimBooked'","0",
"51827","3","0","'Passed'","0",
"51828","4","773722.128814","'Passed'","0",
"51829","1","6374763.51152","'Passed'","0",
"51830","2","0","'Passed'","0",
"51831","3","92.0177","'Passed'","0",
"51832","4","382.694586763","'InterimBooked'","0",
"51833","1","99.94566494","'Passed'","0",
"51834","2","0","'InterimBooked'","0",
"51835","3","70.1","'Passed'","0",
"51836","4","47222606","'Passed'","0",
"51837","1","48690.651090975","'InterimBooked'","0",
"51838","2","131145.72","'InterimBooked'","0",
"51839","3","51","'InterimBooked'","0",
"51840","4","97739238.684303","'InterimBooked'","0",
"51841","1","11762.5883","'InterimBooked'","0",
"51842","2","228.1099092","'Passed'","0",
"51843","3","63038.065","'Passed'","0",
"51844","4","35.86518766","'InterimBooked'","0",
"51845","1","102158482","'InterimBooked'","0",
"51846","2","0","'InterimBooked'","0",
"51847","3","0","'Passed'","0",
"51848","4","7289.27","'InterimBooked'","0",
"51849","1","448508.6551456","'InterimBooked'","0",
"51850","2","7315.0310822","'Passed'","0",
"51851","3","3680764.8","'InterimBooked'","0",
"51852","4","205.3325","'Passed'","0",
"51853","1","789532","'Passed'","0",
"51854","2","22489.347","'InterimBooked'","0",
"51855","3","0.6424942","'Passed'","0",
"51856","4","75.456088723","'InterimBooked'","0",
"51857","1","0","'InterimBooked'","0",
"51858","2","35447.565","'InterimBooked'","0",
"51859","3","47.97194461","'InterimBooked'","0",
"51860","4","0","'InterimBooked'","0",
"51861","1","5.608","'Passed'","0",
"51862","2","0","'Passed'","0",
"51863","3","2830899.9303109","'InterimBooked'","0",
"51864","4","240309.49486","'InterimBooked'","0",
"51865","1","5166839.6","'InterimBooked'","0",
"51866","2","2703","'Passed'","0",
"51867","3","1.949","'InterimBooked'","0",
"51868","4","332.585281","'InterimBooked'","0",
"51869","1","0.0272621","'Passed'","0",
"51870","2","1","'InterimBooked'","0",
"51871","3","22902125.5732","'InterimBooked'","0",
"51872","4","1.178","'Passed'","0",
"51873","1","20601668.159","'Passed'","0",
"51874","2","0","'InterimBooked'","0",
"51875","3","0","'Passed'","0",
"51876","4","7.28","'InterimBooked'","0",
"51877","1","169.452","'InterimBooked'","0",
"51878","2","0.90922","'InterimBooked'","0",
"51879","3","2032.6727","'Passed'","0",
"51880","4","229359917.71506","'InterimBooked'","0",
"51881","1","19598.082","'InterimBooked'","0",
"51882","2","57234.03","'Passed'","0",
"51883","3","4","'Passed'","0",
"51884","4","0","'Passed'","0",
"51885","1","29.04345986","'InterimBooked'","0",
"51886","2","1232.600317","'Passed'","0",
"51887","3","28297260.17589","'Passed'","0",
"51888","4","1315.7","'Passed'","0",
"51889","1","685.9","'InterimBooked'","0",
"51890","2","1.853801","'Passed'","0",
"51891","3","0","'Passed'","0",
"51892","4","128583057.97","'Passed'","0",
"51893","1","1.986858743","'InterimBooked'","0",
"51894","2","0","'InterimBooked'","0",
"51895","3","2.562669","'Passed'","0",
"51896","4","3482700.82","'InterimBooked'","0",
"51897","1","22990.76993","'Passed'","0",
"51898","2","4760179.66","'Passed'","0",
"51899","3","132819.6080154","'Passed'","0",
"51900","4","24023976.09414","'Passed'","0",
"51901","1","13898934.804043","'InterimBooked'","0",
"51902","2","18084.6053793","'Passed'","0",
"51903","3","0.6","'Passed'","0",
"51904","4","204844386.22237","'Passed'","0",
"51905","1","0.843502","'InterimBooked'","0",
"51906","2","1144.757","'InterimBooked'","0",
"51907","3","2734.6","'InterimBooked'","0",
"51908","4","23964.2","'InterimBooked'","0",
"51909","1","0.411","'Passed'","0",
"51910","2","2.5649","'Passed'","0",
"51911","3","35631942","'Passed'","0",
"51912","4","22.1","'InterimBooked'","0",
"51913","1","673.44836857","'Passed'","0",
"51914","2","376846393.232","'Passed'","0",
"51915","3","8266089.355551","'Passed'","0",
"51916","4","5181.133084504","'InterimBooked'","0",
"51917","1","223669893.02075","'InterimBooked'","0",
"51918","2","52604614.53271","'Passed'","0",
"51919","3","2514.4","'Passed'","0",
"51920","4","49113377.595","'InterimBooked'","0",
"51921","1","4.81128","'Passed'","0",
"51922","2","72500606.65376","'InterimBooked'","0",
"51923","3","0","'Passed'","0",
"51924","4","13.500759","'Passed'","0",
"51925","1","3705250.8787","'Passed'","0",
"51926","2","23361642.374","'Passed'","0",
"51927","3","322.507","'InterimBooked'","0",
"51928","4","2.467500054","'Passed'","0",
"51929","1","68172122.599","'InterimBooked'","0",
"51930","2","7229.768","'Passed'","0",
"51931","3","0","'Passed'","0",
"51932","4","40292.48795924","'InterimBooked'","0",
"51933","1","2.29","'Passed'","0",
"51934","2","136137.84","'Passed'","0",
"51935","3","0","'InterimBooked'","0",
"51936","4","10869","'InterimBooked'","0",
"51937","1","692.56024669","'Passed'","0",
"51938","2","15.202","'InterimBooked'","0",
"51939","3","47932640","'InterimBooked'","0",
"51940","4","3644178.8422","'Passed'","0",
"51941","1","2544989.6","'InterimBooked'","0",
"51942","2","9267.545081","'InterimBooked'","0",
"51943","3","424931956.32137","'InterimBooked'","0",
"51944","4","0","'InterimBooked'","0",
"51945","1","3514367.69439","'Passed'","0",
"51946","2","0","'InterimBooked'","0",
"51947","3","11.96","'Passed'","0",
"51948","4","207411.1474341","'InterimBooked'","0",
"51949","1","46148.14","'Passed'","0",
"51950","2","24177.147356945","'Passed'","0",
"51951","3","232169016.089","'InterimBooked'","0",
"51952","4","0","'Passed'","0",
"51953","1","14.51","'InterimBooked'","0",
"51954","2","5704282.72","'InterimBooked'","0",
"51955","3","81227035.82307","'InterimBooked'","0",
"51956","4","122685393.17357","'Passed'","0",
"51957","1","4601541.8380009","'InterimBooked'","0",
"51958","2","327.6641","'Passed'","0",
"51959","3","3","'InterimBooked'","0",
"51960","4","4.03588","'Passed'","0",
"51961","1","896350345.45138","'Passed'","0",
"51962","2","489547.9302","'Passed'","0",
"51963","3","279.783","'Passed'","0",
"51964","4","8113.43921752","'InterimBooked'","0",
"51965","1","183041306.8","'Passed'","0",
"51966","2","3.65459102","'Passed'","0",
"51967","3","6.0352","'InterimBooked'","0",
"51968","4","94532","'Passed'","0",
"51969","1","84429.2","'InterimBooked'","0",
"51970","2","41.3882","'Passed'","0",
"51971","3","545237.2408728","'InterimBooked'","0",
"51972","4","9190.160475667","'Passed'","0",
"51973","1","642384","'Passed'","0",
"51974","2","7.19047","'InterimBooked'","0",
"51975","3","567999.2","'InterimBooked'","0",
"51976","4","1510.7","'InterimBooked'","0",
"51977","1","5228802.43","'InterimBooked'","0",
"51978","2","265.5698182","'InterimBooked'","0",
"51979","3","2738243.096","'InterimBooked'","0",
"51980","4","714973.16594","'Passed'","0",
"51981","1","48071274.665","'Passed'","0",
"51982","2","423.64195","'InterimBooked'","0",
"51983","3","17227359.86754","'InterimBooked'","0",
"51984","4","12.421","'Passed'","0",
"51985","1","10.436061","'Passed'","0",
"51986","2","6512079.262645","'Passed'","0",
"51987","3","95154.86","'Passed'","0",
"51988","4","2448440.662","'Passed'","0",
"51989","1","0","'InterimBooked'","0",
"51990","2","1920199","'InterimBooked'","0",
"51991","3","0","'Passed'","0",
"51992","4","137068570.13","'Passed'","0",
"51993","1","37.348893688","'InterimBooked'","0",
"51994","2","2.0022845","'InterimBooked'","0",
"51995","3","7695155","'Passed'","0",
"51996","4","3919.774","'InterimBooked'","0",
"51997","1","667.75999","'InterimBooked'","0",
"51998","2","8195.395","'Passed'","0",
"51999","3","33.6","'InterimBooked'","0",
"52000","4","6980","'Passed'","0",
"52001","1","0","'InterimBooked'","0",
"52002","2","285779.90713","'InterimBooked'","0",
"52003","3","13621412.23","'InterimBooked'","0",
"52004","4","0","'Passed'","0",
"52005","1","48109098.35735","'Passed'","0",
"52006","2","4249807.723918","'InterimBooked'","0",
"52007","3","5.04","'Passed'","0",
"52008","4","0","'Passed'","0",
"52009","1","11656300.671757","'Passed'","0",
"52010","2","599330907.643","'Passed'","0",
"52011","3","5.6427","'InterimBooked'","0",
"52012","4","8015082.33","'Passed'","0",
"52013","1","0","'Passed'","0",
"52014","2","124519.88","'InterimBooked'","0",
"52015","3","171502401.7646","'InterimBooked'","0",
"52016","4","184.35","'InterimBooked'","0",
"52017","1","62.81","'Passed'","0",
"52018","2","0","'Passed'","0",
"52019","3","5.3","'Passed'","0",
"52020","4","3.22914","'InterimBooked'","0",
"52021","1","874.9111444","'Passed'","0",
"52022","2","729.81887523","'Passed'","0",
"52023","3","0.66","'Passed'","0",
"52024","4","605199449.7012","'Passed'","0",
"52025","1","40050.4","'InterimBooked'","0",
"52026","2","0.081","'Passed'","0",
"52027","3","1759.243673747","'Passed'","0",
"52028","4","3869803.2","'InterimBooked'","0",
"52029","1","160948.18","'Passed'","0",
"52030","2","459831","'InterimBooked'","0",
"52031","3","10264.01","'InterimBooked'","0",
"52032","4","52.579","'Passed'","0",
"52033","1","112.545","'InterimBooked'","0",
"52034","2","52191798.8031","'Passed'","0",
"52035","3","17308188.228","'Passed'","0",
"52036","4","28.4","'Passed'","0",
"52037","1","417612.44794567","'InterimBooked'","0",
"52038","2","4.6255","'Passed'","0",
"52039","3","446976.2","'InterimBooked'","0",
"52040","4","3.872216","'InterimBooked'","0",
"52041","1","0","'InterimBooked'","0",
"52042","2","816803.92461","'InterimBooked'","0",
"52043","3","109.25775","'Passed'","0",
"52044","4","24","'InterimBooked'","0",
"52045","1","45732471.111565","'Passed'","0",
"52046","2","660.9","'Passed'","0",
"52047","3","61.45","'InterimBooked'","0",
"52048","4","714.496847403","'InterimBooked'","0",
"52049","1","110.282579567","'Passed'","0",
"52050","2","0","'Passed'","0",
"52051","3","2.53699291","'Passed'","0",
"52052","4","0","'InterimBooked'","0",
"52053","1","4377.27093429","'Passed'","0",
"52054","2","562608.1066","'InterimBooked'","0",
"52055","3","12959774.335322","'InterimBooked'","0",
"52056","4","47650","'InterimBooked'","0",
"52057","1","439.27462201","'InterimBooked'","0",
"52058","2","633.056","'InterimBooked'","0",
"52059","3","18362.9","'InterimBooked'","0",
"52060","4","4.41893","'InterimBooked'","0",
"52061","1","0","'InterimBooked'","0",
"52062","2","455903.8452","'Passed'","0",
"52063","3","29717.402","'Passed'","0",
"52064","4","822.7","'InterimBooked'","0",
"52065","1","316.9915","'Passed'","0",
"52066","2","1236264.278782","'Passed'","0",
"52067","3","0","'InterimBooked'","0",
"52068","4","26346.2639397","'Passed'","0",
"52069","1","3098274.469","'Passed'","0",
"52070","2","3.53","'Passed'","0",
"52071","3","0","'Passed'","0",
"52072","4","64.988","'InterimBooked'","0",
"52073","1","33472.4","'InterimBooked'","0",
"52074","2","399169.454896","'Passed'","0",
"52075","3","0","'Passed'","0",
"52076","4","3722.49","'InterimBooked'","0",
"52077","1","422259504.058","'InterimBooked'","0",
"52078","2","0","'Passed'","0",
"52079","3","212489466.4302","'Passed'","0",
"52080","4","50117","'Passed'","0",
"52081","1","293.87784","'Passed'","0",
"52082","2","474131.6527","'InterimBooked'","0",
"52083","3","490.25907","'InterimBooked'","0",
"52084","4","741927538","'Passed'","0",
"52085","1","14.7707","'Passed'","0",
"52086","2","0","'InterimBooked'","0",
"52087","3","72.9557","'Passed'","0",
"52088","4","92900666.853417","'Passed'","0",
"52089","1","0.92988078","'Passed'","0",
"52090","2","3.78978","'Passed'","0",
"52091","3","563521.324422","'InterimBooked'","0",
"52092","4","527.561338766","'InterimBooked'","0",
"52093","1","0","'Passed'","0",
"52094","2","71632095.209658","'InterimBooked'","0",
"52095","3","0","'Passed'","0",
"52096","4","24420.574099","'InterimBooked'","0",
"52097","1","48713812.263","'InterimBooked'","0",
"52098","2","4333.435541","'Passed'","0",
"52099","3","207661977.65964","'Passed'","0",
"52100","4","249279148.65295","'Passed'","0",
"52101","1","11919.4134858","'Passed'","0",
"52102","2","626","'InterimBooked'","0",
"52103","3","100.8","'Passed'","0",
"52104","4","454.5141177","'Passed'","0",
"52105","1","187762831.19103","'Passed'","0",
"52106","2","0.48","'Passed'","0",
"52107","3","7621.61","'Passed'","0",
"52108","4","40.42531","'InterimBooked'","0",
"52109","1","0","'Passed'","0",
"52110","2","11.268","'Passed'","0",
"52111","3","89476332.360851","'Passed'","0",
"52112","4","3608556.7","'InterimBooked'","0",
"52113","1","48.478935367","'InterimBooked'","0",
"52114","2","951269.3","'InterimBooked'","0",
"52115","3","2.8632","'InterimBooked'","0",
"52116","4","59","'InterimBooked'","0",
"52117","1","4.01195883","'InterimBooked'","0",
"52118","2","8226807.89","'Passed'","0",
"52119","3","0.6","'InterimBooked'","0",
"52120","4","1.8","'InterimBooked'","0",
"52121","1","140.216684","'Passed'","0",
"52122","2","0.43312","'Passed'","0",
"52123","3","40097.64015184","'InterimBooked'","0",
"52124","4","1358495.1888886","'Passed'","0",
"52125","1","17890252.5","'InterimBooked'","0",
"52126","2","64688.14","'Passed'","0",
"52127","3","0","'InterimBooked'","0",
"52128","4","0","'InterimBooked'","0",
"52129","1","7770.802551","'InterimBooked'","0",
"52130","2","2.077471132","'InterimBooked'","0",
"52131","3","0","'Passed'","0",
"52132","4","48043907.8","'Passed'","0",
"52133","1","67.4434","'InterimBooked'","0",
"52134","2","84583.28796251","'Passed'","0",
"52135","3","0","'InterimBooked'","0",
"52136","4","15900.5","'InterimBooked'","0",
"52137","1","351.57","'InterimBooked'","0",
"52138","2","2.72","'InterimBooked'","0",
"52139","3","778.5998079","'InterimBooked'","0",
"52140","4","34432.2993923","'InterimBooked'","0",
"52141","1","2047.625","'InterimBooked'","0",
"52142","2","1.388","'Passed'","0",
"52143","3","645.81452","'Passed'","0",
"52144","4","785697.5985","'InterimBooked'","0",
"52145","1","0","'Passed'","0",
"52146","2","69044161.2433","'Passed'","0",
"52147","3","0","'InterimBooked'","0",
"52148","4","18.8","'Passed'","0",
"52149","1","0","'InterimBooked'","0",
"52150","2","87693791.927786","'InterimBooked'","0",
"52151","3","454825.7","'InterimBooked'","0",
"52152","4","2","'Passed'","0",
"52153","1","4712977.2","'Passed'","0",
"52154","2","436.8574014","'Passed'","0",
"52155","3","327641997.15818","'InterimBooked'","0",
"52156","4","303418881.01512","'InterimBooked'","0",
"52157","1","2.071802494","'InterimBooked'","0",
"52158","2","44537434.190997","'Passed'","0",
"52159","3","17075371.78","'InterimBooked'","0",
"52160","4","137060.786983","'Passed'","0",
"52161","1","26314.13807","'Passed'","0",
"52162","2","0","'Passed'","0",
"52163","3","101814167.00552","'Passed'","0",
"52164","4","194607","'Passed'","0",
"52165","1","15203993.88","'Passed'","0",
"52166","2","49546.788442","'Passed'","0",
"52167","3","7.8","'Passed'","0",
"52168","4","4047494.713603","'InterimBooked'","0",
"52169","1","29.01938373","'InterimBooked'","0",
"52170","2","47046.8","'InterimBooked'","0",
"52171","3","447.265015","'Passed'","0",
"52172","4","1095430.297","'InterimBooked'","0",
"52173","1","525996.68002","'Passed'","0",
"52174","2","1290703.7867321","'Passed'","0",
"52175","3","19452019.941","'InterimBooked'","0",
"52176","4","1.0907","'InterimBooked'","0",
