"AmountId","CurrencyId","Amount",
"21860","4","24689.2206",
"21861","1","5350.679",
"21862","2","3.03",
"21863","3","11820124.263955",
"21864","4","282.4357",
"21865","1","3704.59289",
"21866","2","3.45",
"21867","3","1315.4089",
"21868","4","7061394.87218",
"21869","1","151021.6606184",
"21870","2","6520164.35",
"21871","3","7480.8834097",
"21872","4","37258.707",
"21873","1","16657193.1912",
"21874","2","8789.7662",
"21875","3","7",
"21876","4","2223.0464479",
"21877","1","92521.14",
"21878","2","492474666",
"21879","3","28305.002",
"21880","4","0",
"21881","1","17365382.5",
"21882","2","30010851.2",
"21883","3","88.488235302",
"21884","4","125180.20308",
"21885","1","79782",
"21886","2","550.91157",
"21887","3","462346.863207",
"21888","4","3109880",
"21889","1","1606891.446601",
"21890","2","2527512",
"21891","3","0",
"21892","4","1894723",
"21893","1","85834470.753124",
"21894","2","0",
"21895","3","218386.00919",
"21896","4","414244.86680663",
"21897","1","1737404",
"21898","2","1725.04645547",
"21899","3","5.8065299",
"21900","4","58.58419",
"21901","1","13.37846305",
"21902","2","0.3672623",
"21903","3","36.8312444",
"21904","4","4.423675",
"21905","1","0.280295728",
"21906","2","1367700.3434445",
"21907","3","4551.32",
"21908","4","26936181.21",
"21909","1","0",
"21910","2","2942.70312",
"21911","3","414846648.86233",
"21912","4","0",
"21913","1","45",
"21914","2","3.417831",
"21915","3","44584699.13",
"21916","4","14.539",
"21917","1","2318.5691019",
"21918","2","5652214.7386",
"21919","3","1.18422",
"21920","4","241843390.73914",
"21921","1","15.40535461",
"21922","2","0",
"21923","3","1.18168",
"21924","4","1961487.401",
"21925","1","377.7219",
"21926","2","21614407.875498",
"21927","3","17139125.6",
"21928","4","73521602.414252",
"21929","1","7562836.78089",
"21930","2","45517979.7",
"21931","3","230.5218",
"21932","4","16441.62109247",
"21933","1","6738551",
"21934","2","1613608.4043277",
"21935","3","0",
"21936","4","6.49725546",
"21937","1","29033.07",
"21938","2","0.7",
"21939","3","5240891.8961",
"21940","4","450801191.82353",
"21941","1","0.49",
"21942","2","0",
"21943","3","10906071.498045",
"21944","4","0",
"21945","1","25594",
"21946","2","28278.99",
"21947","3","400.34",
"21948","4","1.610058852",
"21949","1","736441.012",
"21950","2","14855965",
"21951","3","0",
"21952","4","293.373093",
"21953","1","49437",
"21954","2","28688319.913241",
"21955","3","25283110.9",
"21956","4","1273.214",
"21957","1","799.21584",
"21958","2","6341428.57472",
"21959","3","0",
"21960","4","5312.3",
"21961","1","143.354292",
"21962","2","4028.34",
"21963","3","1924193.2",
"21964","4","6913.868016",
"21965","1","5095.313706721",
"21966","2","0",
"21967","3","24064.979647688",
"21968","4","0",
"21969","1","490679.26718994",
"21970","2","30.951357208",
"21971","3","3",
"21972","4","1896223.236",
"21973","1","1.762",
"21974","2","16407495.24",
"21975","3","0",
"21976","4","7211.4860503",
"21977","1","2.52684703",
"21978","2","53.85866648",
"21979","3","1272.494128928",
"21980","4","0",
"21981","1","3273421.3631767",
"21982","2","36592.153986819",
"21983","3","77.75",
"21984","4","0",
"21985","1","0",
"21986","2","3.7856096",
"21987","3","50",
"21988","4","4925564.71356",
"21989","1","0.367",
"21990","2","2.2",
"21991","3","237194.28167",
"21992","4","175271562",
"21993","1","54841760.653018",
"21994","2","38.494452629",
"21995","3","239.241",
"21996","4","61606754.91",
"21997","1","21486.00584",
"21998","2","101.3585538",
"21999","3","324813.70991",
"22000","4","31985",
"22001","1","578.55954",
"22002","2","85365411.7",
"22003","3","6",
"22004","4","4113834.708",
"22005","1","0.57",
"22006","2","926458.28",
"22007","3","0",
"22008","4","10333.8383",
"22009","1","481.88366",
"22010","2","352416.6982",
"22011","3","301.6985",
"22012","4","47391.4607",
"22013","1","9598.8457",
"22014","2","15270.1",
"22015","3","1400.1443642",
"22016","4","5357138.345",
"22017","1","36301664.149065",
"22018","2","7471416.56792",
"22019","3","400522302.11134",
"22020","4","1.171986",
"22021","1","5069603.11",
"22022","2","1541397.9",
"22023","3","443.790489",
"22024","4","0",
"22025","1","2.97859",
"22026","2","2269278.62",
"22027","3","3.33293225",
"22028","4","118433.823",
"22029","1","1076066.85",
"22030","2","221692.7",
"22031","3","42267967.116049",
"22032","4","0",
"22033","1","0",
"22034","2","5233.829",
"22035","3","312.208487918",
"22036","4","938396.43352",
"22037","1","217.32384058",
"22038","2","208628806.107",
"22039","3","112846214.782",
"22040","4","914.85534",
"22041","1","3192138",
"22042","2","186363.373078",
"22043","3","12160.99",
"22044","4","3.15",
"22045","1","477111.2",
"22046","2","2.78425129",
"22047","3","0",
"22048","4","420866335.1",
"22049","1","462070516.05819",
"22050","2","0.1",
"22051","3","134150521.57995",
"22052","4","6178.11",
"22053","1","387.656",
"22054","2","958.7424638",
"22055","3","3960.422",
"22056","4","64900744.134381",
"22057","1","276464.969",
"22058","2","9360064.7",
"22059","3","0",
"22060","4","4887.267",
"22061","1","14.9",
"22062","2","59",
"22063","3","18347.88595555",
"22064","4","3764.645433794",
"22065","1","1389.685651",
"22066","2","41.577964",
"22067","3","146839128.2497",
"22068","4","46029921.789",
"22069","1","0",
"22070","2","394266.7",
"22071","3","288192013.138",
"22072","4","126463.967365",
"22073","1","380513223.56717",
"22074","2","20.78587",
"22075","3","5636105.597022",
"22076","4","1480.858586",
"22077","1","4199593.26687",
"22078","2","33.18158",
"22079","3","27998.815655",
"22080","4","0",
"22081","1","83522.017058359",
"22082","2","894.2510621",
"22083","3","74180.18734",
"22084","4","828.329894",
"22085","1","6543.43024582",
"22086","2","514721.887259",
"22087","3","231.313",
"22088","4","3753.885",
"22089","1","21144.6324408",
"22090","2","7601964",
"22091","3","13852.500974469",
"22092","4","63554341.110347",
"22093","1","2.06980507",
"22094","2","857",
"22095","3","26994886.9",
"22096","4","559729721.63755",
"22097","1","21750787.33678",
"22098","2","301.3",
"22099","3","1422114.1",
"22100","4","517474",
"22101","1","566518",
"22102","2","215.484",
"22103","3","2.7161572",
"22104","4","3606.67398",
"22105","1","189.09864881",
"22106","2","1847848",
"22107","3","2163.56381",
"22108","4","67486.50046",
"22109","1","927085.176",
"22110","2","34752.65",
"22111","3","0",
"22112","4","6276849.820945",
"22113","1","221.929",
"22114","2","0",
"22115","3","7.41",
"22116","4","289361032.5898",
"22117","1","36788229.106157",
"22118","2","331421472",
"22119","3","263269.67526",
"22120","4","63310750.3298",
"22121","1","0",
"22122","2","575173.1509141",
"22123","3","129763603.01178",
"22124","4","1913.5",
"22125","1","52136",
"22126","2","4822.41",
"22127","3","2650.6158",
"22128","4","10538595",
"22129","1","4996185.5811315",
"22130","2","28189726.9",
"22131","3","32030.3",
"22132","4","744180.543",
"22133","1","364007899.04583",
"22134","2","13533831.53",
"22135","3","167686.5",
"22136","4","106656.14070122",
"22137","1","1.6",
"22138","2","2691.7",
"22139","3","1033482.0783835",
"22140","4","217070752.8435",
"22141","1","3.732",
"22142","2","0",
"22143","3","22.28943517",
"22144","4","48.0350956",
"22145","1","0",
"22146","2","12.223225605",
"22147","3","69.8",
"22148","4","14794.56",
"22149","1","83006552.0443",
"22150","2","27225.559812",
"22151","3","441771.7191",
"22152","4","117.135",
"22153","1","0",
"22154","2","625",
"22155","3","22633883.8178",
"22156","4","1604834",
"22157","1","142342936.28062",
"22158","2","22329.51502091",
"22159","3","8",
"22160","4","1967.706418",
"22161","1","51997.42129529",
"22162","2","341792418.55781",
"22163","3","0",
"22164","4","0",
"22165","1","5648808.793",
"22166","2","0",
"22167","3","0.6415",
"22168","4","0",
"22169","1","1132.184",
"22170","2","435.5",
"22171","3","3187.511",
"22172","4","13302.173886",
"22173","1","4798.460332966",
"22174","2","21373218.7579",
"22175","3","1.02396",
"22176","4","4005374.6874",
"22177","1","1611.52",
"22178","2","273",
"22179","3","1932.4815",
"22180","4","1709",
"22181","1","3.52",
"22182","2","0",
"22183","3","3.6691",
"22184","4","21.3310108",
"22185","1","0",
"22186","2","121245574.0347",
"22187","3","11937.11121018",
"22188","4","619.38852724",
"22189","1","310799.45352",
"22190","2","464.5",
"22191","3","164",
"22192","4","4520.68455394",
"22193","1","11094.740742",
"22194","2","99.9",
"22195","3","3.21455824",
"22196","4","751012.667273",
"22197","1","135466.64",
"22198","2","2.74",
"22199","3","23019.61",
"22200","4","20732930.8",
"22201","1","0",
"22202","2","20864336.952695",
"22203","3","15988.2771981",
"22204","4","0",
"22205","1","23.7411",
"22206","2","8654465.33944",
"22207","3","56.58",
"22208","4","0",
"22209","1","5.4677",
"22210","2","779422.72475671",
"22211","3","268943.28708544",
"22212","4","4.1855054",
"22213","1","1085.58",
"22214","2","30284004.09693",
"22215","3","67921.250757402",
"22216","4","562618.70806",
"22217","1","334730.231",
"22218","2","0",
"22219","3","26.73582",
"22220","4","135059.3181515",
"22221","1","22615",
"22222","2","68.61922773",
"22223","3","449798",
"22224","4","431212867.98948",
"22225","1","19776215.465",
"22226","2","794.982",
"22227","3","47731901.03716",
"22228","4","501.3",
"22229","1","4018532.0014831",
"22230","2","759767.4902",
"22231","3","1549253.0414",
"22232","4","1439.563",
"22233","1","7245053.1785384",
"22234","2","4043.44474",
"22235","3","7.3565345",
"22236","4","77.58406",
"22237","1","77113856.55795",
"22238","2","0",
"22239","3","0",
"22240","4","0",
"22241","1","3.6128",
"22242","2","495813665.494",
"22243","3","26599.35004",
"22244","4","315787480.91162",
"22245","1","73954.06348408",
"22246","2","31991",
"22247","3","2.69164",
"22248","4","820550.840457",
"22249","1","35.5337",
"22250","2","465438.436574",
"22251","3","1.492411989",
"22252","4","7913.407269",
"22253","1","0.903",
"22254","2","0",
"22255","3","6.5",
"22256","4","31.84102",
"22257","1","89224300.7521",
"22258","2","20063",
"22259","3","89.91049",
"22260","4","0",
"22261","1","0",
"22262","2","1585.168922",
"22263","3","43723.3814",
"22264","4","6.503",
"22265","1","0",
"22266","2","241131",
"22267","3","722.297579691",
"22268","4","373.907883",
"22269","1","49761.816632869",
"22270","2","480924036",
"22271","3","94538.08704999",
"22272","4","166915421.76424",
"22273","1","176897.386",
"22274","2","0",
"22275","3","11.88716769",
"22276","4","11.547",
"22277","1","5.51",
"22278","2","14701932.873",
"22279","3","0",
"22280","4","0",
"22281","1","25947114.857",
"22282","2","0",
"22283","3","1530435.41653",
"22284","4","14",
"22285","1","30226422.64562",
"22286","2","3308091.68522",
"22287","3","350.05",
"22288","4","270728582.75",
"22289","1","13",
"22290","2","31136569.219664",
"22291","3","326588940.08",
"22292","4","178109.536027",
"22293","1","309.308",
"22294","2","3.20882",
"22295","3","19306515.9815",
"22296","4","1104862.7006344",
"22297","1","37235416.217175",
"22298","2","7230.783",
"22299","3","152950.429",
"22300","4","5615524.6232993",
"22301","1","668.828",
"22302","2","0",
"22303","3","69269.15098",
"22304","4","23940.47",
"22305","1","299897795.3729",
"22306","2","11.622606405",
"22307","3","5879.142696641",
"22308","4","4599.185666",
"22309","1","871.09967",
"22310","2","0",
"22311","3","161.478098",
"22312","4","392313173.13663",
"22313","1","3122125.2443467",
"22314","2","44.092255434",
"22315","3","1246.90450186",
"22316","4","44837.086",
"22317","1","186.8266",
"22318","2","0",
"22319","3","24758008",
"22320","4","290587411.966",
"22321","1","0",
"22322","2","10.317113",
"22323","3","11542390.883571",
"22324","4","0",
"22325","1","2741983.9",
"22326","2","20736.2229261",
"22327","3","42607954.974961",
"22328","4","4762.31",
"22329","1","13357.135",
"22330","2","3631.960861",
"22331","3","0.634313744",
"22332","4","2771.52181811",
"22333","1","47209",
"22334","2","3147.1218",
"22335","3","428890262.0831",
"22336","4","1.7",
"22337","1","155.872",
"22338","2","306.53922",
"22339","3","47.8362919",
"22340","4","277455.631",
"22341","1","0",
"22342","2","0",
"22343","3","10555293.799426",
"22344","4","440.55064",
"22345","1","1070.291",
"22346","2","0",
"22347","3","39.222734861",
"22348","4","16107929.470718",
"22349","1","6636.370892403",
"22350","2","416173.9",
"22351","3","188162351",
"22352","4","7554.47",
"22353","1","23309.618",
"22354","2","21258.11",
"22355","3","4482003.178",
"22356","4","202.214",
"22357","1","42.8589",
"22358","2","0",
"22359","3","175",
"22360","4","6.022291",
"22361","1","4718.7390655",
"22362","2","12882.7222",
"22363","3","111669.1692851",
"22364","4","80.9063",
"22365","1","12.07",
"22366","2","6805.000603565",
"22367","3","879.64991706",
"22368","4","23000.9",
"22369","1","154624.4486144",
"22370","2","572.59943209",
"22371","3","103.185626968",
"22372","4","539200862.35744",
"22373","1","0",
"22374","2","19205.147",
"22375","3","2",
"22376","4","0.263283",
"22377","1","5967613.3605513",
"22378","2","2715563.16172",
"22379","3","16.531727",
"22380","4","27.5958117",
"22381","1","611.392882063",
"22382","2","4220056.7109345",
"22383","3","30602324.401815",
"22384","4","94039.753824",
"22385","1","14.045641",
"22386","2","5238.577",
"22387","3","43953323.842",
"22388","4","7.7099227",
"22389","1","105.24341",
"22390","2","179790.0288323",
"22391","3","0",
"22392","4","2543500.42136",
"22393","1","865693.30244",
"22394","2","21608.5172",
"22395","3","626270861.90492",
"22396","4","2.791732419",
"22397","1","2980.234873",
"22398","2","702",
"22399","3","0",
"22400","4","0",
"22401","1","0",
"22402","2","42476449",
"22403","3","2017.7722",
"22404","4","0",
"22405","1","0",
"22406","2","2391722.6527",
"22407","3","3202430.3061424",
"22408","4","47.3872349",
"22409","1","95348.80259",
"22410","2","48803.596211018",
"22411","3","0",
"22412","4","7103.80401",
"22413","1","5053.82",
"22414","2","149",
"22415","3","336822.14168547",
"22416","4","156750.4031796",
"22417","1","6929015.5229",
"22418","2","35005941.874078",
"22419","3","315762752.12485",
"22420","4","0",
"22421","1","2326824.7705",
"22422","2","774072.85",
"22423","3","10860.247299425",
"22424","4","2.5547284",
"22425","1","142666.1059",
"22426","2","2211742.392",
"22427","3","6866",
"22428","4","1613.1709102",
"22429","1","101.982142",
"22430","2","734",
"22431","3","37781.20065173",
"22432","4","56150078.821",
"22433","1","62320",
"22434","2","188",
"22435","3","5732.4870482",
"22436","4","1081.22995",
"22437","1","19.990290152",
"22438","2","29725881.063972",
"22439","3","323720.591",
"22440","4","22320.07",
"22441","1","0",
"22442","2","11.307099619",
"22443","3","15375133.2391",
"22444","4","6121676.35612",
"22445","1","192618423",
"22446","2","6417.27069",
"22447","3","117180.9",
"22448","4","213311794.3454",
"22449","1","158817251.107",
"22450","2","7017065.257572",
"22451","3","86487811.559593",
"22452","4","31.117",
"22453","1","0",
"22454","2","0",
"22455","3","438.531",
"22456","4","0",
"22457","1","373.375",
"22458","2","19.358336",
"22459","3","0.61599",
"22460","4","2061.84",
"22461","1","0",
"22462","2","124.74350605",
"22463","3","70.119",
"22464","4","9799.231",
"22465","1","25.4",
"22466","2","4337266.958",
"22467","3","49.11161",
"22468","4","5113832.8",
"22469","1","1.92469",
"22470","2","0",
"22471","3","1.916548",
"22472","4","58452.415",
"22473","1","49653.38960687",
"22474","2","61980360.29",
"22475","3","2647.3",
"22476","4","57904708.509751",
"22477","1","30.6",
"22478","2","2268.73708",
"22479","3","32402233",
"22480","4","3.72",
"22481","1","286888.58261413",
"22482","2","118.813",
"22483","3","2469.9",
"22484","4","47047685.221562",
"22485","1","109896.81",
"22486","2","0",
"22487","3","34",
"22488","4","0",
"22489","1","51731.16796",
"22490","2","21983.4792",
"22491","3","2.8202641",
"22492","4","239581210.32291",
"22493","1","8687",
"22494","2","218210061.994",
"22495","3","7419372.3",
"22496","4","119848844.7953",
"22497","1","180135154.19514",
"22498","2","259.415",
"22499","3","151.9721",
"22500","4","0",
"22501","1","273826.6397",
"22502","2","0",
"22503","3","20383.28",
"22504","4","68.752105",
"22505","1","1412218.586",
"22506","2","7713.657",
"22507","3","7.26",
"22508","4","38.1",
"22509","1","0.059924",
"22510","2","0",
"22511","3","16.1458702",
"22512","4","0",
"22513","1","273",
"22514","2","52567.822",
"22515","3","458425.36355484",
"22516","4","42614.78",
"22517","1","6.1117",
"22518","2","33",
"22519","3","0",
"22520","4","115.3",
"22521","1","483160845.94495",
"22522","2","29918308.862472",
"22523","3","4007.2",
"22524","4","17314853.494",
"22525","1","7726.659145",
"22526","2","0",
"22527","3","2.67",
"22528","4","163.907",
"22529","1","5578.045987966",
"22530","2","3998331",
"22531","3","204.4",
"22532","4","50.99406228",
"22533","1","5885838.3",
"22534","2","101.3138833",
"22535","3","42498.285236",
"22536","4","1243603.67392",
"22537","1","2.1",
"22538","2","0",
"22539","3","302405.2",
"22540","4","49.003693",
"22541","1","0",
"22542","2","0.1721",
"22543","3","199462.2977",
"22544","4","104709.32853434",
"22545","1","208127689.9053",
"22546","2","354.96",
"22547","3","131569886.7",
"22548","4","139584.302182",
"22549","1","11.51",
"22550","2","2088.6647",
"22551","3","16562899.5",
"22552","4","20336678.85",
"22553","1","0.44577",
"22554","2","4.868225",
"22555","3","36",
"22556","4","34.532803",
"22557","1","971.6293047",
"22558","2","112.4623",
"22559","3","105374.30486873",
"22560","4","3967084.4542737",
"22561","1","16.09868217",
"22562","2","167850086.7773",
"22563","3","0",
"22564","4","0",
"22565","1","57390967.534",
"22566","2","105548822",
"22567","3","97184779.25019",
"22568","4","0.99100789",
"22569","1","520.777",
"22570","2","14.2255481",
"22571","3","38386.8",
"22572","4","344108622.32519",
"22573","1","9.32631",
"22574","2","13.7521",
"22575","3","708.6",
"22576","4","297487917.74484",
"22577","1","141977744.61316",
"22578","2","51149.95",
"22579","3","0",
"22580","4","353506837.03849",
"22581","1","99691.65389",
"22582","2","1.85755259",
"22583","3","143467569.9",
"22584","4","1",
"22585","1","253528.35474",
"22586","2","12153956.817397",
"22587","3","6.086",
"22588","4","64403",
"22589","1","31381.6719537",
"22590","2","1.9855831",
"22591","3","48.851654",
"22592","4","56617.13959385",
"22593","1","2282789.4",
"22594","2","0.67",
"22595","3","80850.38699102",
"22596","4","802192677",
"22597","1","61.86",
"22598","2","38556277.921345",
"22599","3","43977.375173",
"22600","4","2594864",
"22601","1","24",
"22602","2","17",
"22603","3","3717786.1918274",
"22604","4","39283.9157",
"22605","1","17095.94",
"22606","2","30.6972937",
"22607","3","0",
"22608","4","1.6",
"22609","1","3.7757",
"22610","2","4597375.1165088",
"22611","3","586.13805",
"22612","4","381605.6",
"22613","1","61417780.243405",
"22614","2","27506896.10091",
"22615","3","78.031",
"22616","4","602.483757027",
"22617","1","839767.266897",
"22618","2","37485573.7",
"22619","3","71.18284",
"22620","4","389007028.67243",
"22621","1","0",
"22622","2","29194314.41383",
"22623","3","292.854878",
"22624","4","0",
"22625","1","33293.76",
"22626","2","12.680541097",
"22627","3","278584.6803",
"22628","4","46241265.243",
"22629","1","173.07898",
"22630","2","47.25806",
"22631","3","64697250.8",
"22632","4","1.86955",
"22633","1","0",
"22634","2","778259.587953",
"22635","3","320847.93430541",
"22636","4","1.357",
"22637","1","0",
"22638","2","79484512.2965",
"22639","3","37",
"22640","4","15",
"22641","1","0",
"22642","2","13906891.95297",
"22643","3","6184.4409265",
"22644","4","32588104.9909",
"22645","1","2.4933149",
"22646","2","203",
"22647","3","340",
"22648","4","252.7",
"22649","1","2.998553303",
"22650","2","556614.37267607",
"22651","3","38.207",
"22652","4","5073170",
"22653","1","12788.2599",
"22654","2","25103.15096928",
"22655","3","1325",
"22656","4","3.681",
"22657","1","55.555",
"22658","2","8756996.9495516",
"22659","3","75583957.351838",
"22660","4","0",
"22661","1","50112.91",
"22662","2","410791960.406",
"22663","3","2.4601",
"22664","4","1332180.4",
"22665","1","0",
"22666","2","0.286648296",
"22667","3","13885.4231201",
"22668","4","0",
"22669","1","176866799.13971",
"22670","2","0.052026491",
"22671","3","1609200.4725281",
"22672","4","1403.50485",
"22673","1","0.88",
"22674","2","6500.58",
"22675","3","0",
"22676","4","5306818.59",
"22677","1","404608892.6446",
"22678","2","245.4530674",
"22679","3","397659.4946",
"22680","4","437855.74402058",
"22681","1","832.075496815",
"22682","2","3168270.96",
"22683","3","267732.54439",
"22684","4","5682.42642614",
"22685","1","0",
"22686","2","4283",
"22687","3","329113418.32596",
"22688","4","847.6168",
"22689","1","35924038.684046",
"22690","2","1.9568066",
"22691","3","1.955328",
"22692","4","3215230.141458",
"22693","1","258074.83097405",
"22694","2","0",
"22695","3","25301.394",
"22696","4","8486.41",
"22697","1","255518.32307071",
"22698","2","2241992.21",
"22699","3","1.66883213",
"22700","4","395314485.33811",
"22701","1","1.5",
"22702","2","4356.048971221",
"22703","3","789.01",
"22704","4","5.94498",
"22705","1","24468",
"22706","2","60.863",
"22707","3","260.55",
"22708","4","710556600",
"22709","1","40.5386",
"22710","2","48.759",
"22711","3","0.2",
"22712","4","517.74734002",
"22713","1","167.68",
"22714","2","2217.573713",
"22715","3","112567.39",
"22716","4","887813.27436",
"22717","1","177.38442",
"22718","2","5.482",
"22719","3","4894.52457",
"22720","4","0",
"22721","1","2703.644478",
"22722","2","54665.085001041",
"22723","3","4180.27",
"22724","4","254649487.47539",
"22725","1","0",
"22726","2","97311964.92715",
"22727","3","0",
"22728","4","271408.2415879",
"22729","1","4114782",
"22730","2","153.91048617",
"22731","3","70344520.558712",
"22732","4","582.16",
"22733","1","1492409.2081557",
"22734","2","3672.360812",
"22735","3","0",
"22736","4","96942405.648",
"22737","1","3079201.277",
"22738","2","46.6566",
"22739","3","0.5335",
"22740","4","1705.259",
"22741","1","16.611",
"22742","2","315.7373409",
"22743","3","10017.877985978",
"22744","4","134747.63700645",
"22745","1","6.12247426",
"22746","2","181.559",
"22747","3","2907.9651",
"22748","4","1758.1032",
"22749","1","63613",
"22750","2","38016797",
"22751","3","0",
"22752","4","65755.41362",
"22753","1","49750.39904",
"22754","2","0",
"22755","3","5160117.789311",
"22756","4","83.87777",
"22757","1","516523138.60374",
"22758","2","3.9514463",
"22759","3","46439321.90136",
"22760","4","17.62651029",
"22761","1","2319.868",
"22762","2","164501340.4541",
"22763","3","318.5433",
"22764","4","3.5913",
"22765","1","203150307.887",
"22766","2","3",
"22767","3","528296.1721",
"22768","4","2915528.23",
"22769","1","59922.41468",
"22770","2","48338731.77",
"22771","3","0",
"22772","4","0",
"22773","1","66770.8422",
"22774","2","2343912.22052",
"22775","3","5872.5772267",
"22776","4","82176340.45939",
"22777","1","0",
"22778","2","42",
"22779","3","24.998",
"22780","4","1.9",
"22781","1","15.301879567",
"22782","2","40818.50272",
"22783","3","2237",
"22784","4","670.70407",
"22785","1","345856.4",
"22786","2","0",
"22787","3","90888685.320688",
"22788","4","17.1",
"22789","1","798194364.746",
"22790","2","661.71854",
"22791","3","3365.56904",
"22792","4","873155385.4109",
"22793","1","340.82",
"22794","2","3183.834533221",
"22795","3","3.59",
"22796","4","622879.65804197",
"22797","1","0",
"22798","2","564520.2",
"22799","3","83826304.194",
"22800","4","289746211.39799",
"22801","1","53.369016",
"22802","2","11.65",
"22803","3","3114.594908118",
"22804","4","929824.78",
"22805","1","141.954",
"22806","2","7.3413625",
"22807","3","0",
"22808","4","37.8",
"22809","1","47479.278",
"22810","2","31267238.05704",
"22811","3","1.2367923",
"22812","4","766.9",
"22813","1","148.0847",
"22814","2","2445.5",
"22815","3","0",
"22816","4","457113702.763",
"22817","1","2738071.05674",
"22818","2","11.889577",
"22819","3","8128572.75",
"22820","4","0.11",
"22821","1","76300",
"22822","2","331388.0818856",
"22823","3","3.8",
"22824","4","8377770.20122",
"22825","1","4150.5921935",
"22826","2","83330359.286089",
"22827","3","245151855.38865",
"22828","4","4.197453997",
"22829","1","274723.13857326",
"22830","2","56424413.43423",
"22831","3","75713.3",
"22832","4","9514729.28722",
"22833","1","0",
"22834","2","1.34",
"22835","3","5897.927",
"22836","4","0",
"22837","1","24141.2477",
"22838","2","504.02626",
"22839","3","0",
"22840","4","237.842",
"22841","1","0",
"22842","2","379.9959",
"22843","3","4.19",
"22844","4","81421.6674725",
"22845","1","5.83856326",
"22846","2","241.45",
"22847","3","328.056374315",
"22848","4","0",
"22849","1","8783",
"22850","2","200.54",
"22851","3","24273094",
"22852","4","0",
"22853","1","1081.431250209",
"22854","2","1",
"22855","3","3.268699",
"22856","4","240",
"22857","1","0",
"22858","2","12.83809494",
"22859","3","6676.31235229",
"22860","4","3479441.72",
"22861","1","18143.778069888",
"22862","2","1620537.5367834",
"22863","3","3.003",
"22864","4","321139430",
"22865","1","60032.70739827",
"22866","2","110.00878969",
"22867","3","5.29544",
"22868","4","77913664.38",
"22869","1","19718471.973016",
"22870","2","14781.7",
"22871","3","0.771803866",
"22872","4","618491.7",
"22873","1","320.3815",
"22874","2","27240358.609421",
"22875","3","57551727.213228",
"22876","4","0.3901",
"22877","1","717271.79",
"22878","2","0.693",
"22879","3","0",
"22880","4","803.295585",
"22881","1","544.58288",
"22882","2","6510.4",
"22883","3","927136.06",
"22884","4","229.345091",
"22885","1","48.7500064",
"22886","2","64",
"22887","3","345.04831",
"22888","4","33.8098244",
"22889","1","0",
"22890","2","109094421.5373",
"22891","3","181.71561865",
"22892","4","38872.2864357",
"22893","1","746.32731915",
"22894","2","666.7",
"22895","3","0",
"22896","4","13781",
"22897","1","15.567",
"22898","2","1271393",
"22899","3","658248.52816",
"22900","4","5253.1424",
"22901","1","0",
"22902","2","289677.325954",
"22903","3","31.431",
"22904","4","957227.688681",
"22905","1","253168.48",
"22906","2","14093590.976223",
"22907","3","3955.81477823",
"22908","4","367.31",
"22909","1","0",
"22910","2","234.63626",
"22911","3","63.384",
"22912","4","2796672.868434",
"22913","1","3.11674382",
"22914","2","10",
"22915","3","3034890.697032",
"22916","4","48502032.6",
"22917","1","1.60772601",
"22918","2","5.15939",
"22919","3","1",
"22920","4","0",
"22921","1","953.53",
"22922","2","5569308.99",
"22923","3","2",
"22924","4","5855.9875",
"22925","1","672.84",
"22926","2","49838.68",
"22927","3","0",
"22928","4","0",
"22929","1","10.525",
"22930","2","132.92",
"22931","3","9775439.3476486",
"22932","4","3324048.9549563",
"22933","1","2950.41",
"22934","2","14249.02781738",
"22935","3","8",
"22936","4","570934.977516",
"22937","1","2389.16250382",
"22938","2","1.15",
"22939","3","7672461.737781",
"22940","4","14961136.500672",
"22941","1","11061123.858703",
"22942","2","55956.39214",
"22943","3","25545908.859247",
"22944","4","2.14",
"22945","1","3.458",
"22946","2","306.661",
"22947","3","2901079.8718",
"22948","4","0.42003",
"22949","1","615.92",
"22950","2","35",
"22951","3","52655.77",
"22952","4","168253.898999",
"22953","1","8.0416823",
"22954","2","5124.718034",
"22955","3","3123233.9318734",
"22956","4","3748.10336199",
"22957","1","514.8241224",
"22958","2","22150",
"22959","3","0.802238",
"22960","4","0.525",
"22961","1","0",
"22962","2","32044363",
"22963","3","324324.1",
"22964","4","1.728",
"22965","1","22.2313",
"22966","2","19.2",
"22967","3","246",
"22968","4","4689522.414551",
"22969","1","115481",
"22970","2","13238223.9133",
"22971","3","8.730389",
"22972","4","343490.9105",
"22973","1","0.61785141",
"22974","2","4973867.3",
"22975","3","55038.22",
"22976","4","0",
"22977","1","102.5",
"22978","2","22739811.823",
"22979","3","2.59",
"22980","4","12.58507036",
"22981","1","156595",
"22982","2","731.767732",
"22983","3","226247478.6639",
"22984","4","10701973.044313",
"22985","1","4.811178353",
"22986","2","711.26021504",
"22987","3","537199.6991",
"22988","4","2722933.6895072",
"22989","1","0",
"22990","2","1107.02783862",
"22991","3","744967195.30147",
"22992","4","577793841.02128",
"22993","1","0",
"22994","2","52.8398656",
"22995","3","44712.60746",
"22996","4","6.789896223",
"22997","1","63.658",
"22998","2","31.36",
"22999","3","633.917",
"23000","4","80228251.43",
"23001","1","4.823",
"23002","2","393780.4482",
"23003","3","98.700188379",
"23004","4","4.11049169",
"23005","1","4808.06",
"23006","2","3595.852",
"23007","3","72880967.047637",
"23008","4","6.2",
"23009","1","0",
"23010","2","1678.52",
"23011","3","290273.78",
"23012","4","0",
"23013","1","0",
"23014","2","0",
